Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,manufacture_year_copy,manufacture_date
Ford,Fiesta,1.0,Petrol,2006,117410,4333,2006,2006-01-01 00:00:00
Ford,Mondeo,2.0,Hybrid,2012,24239,29351,2012,2012-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2003,134608,3102,2003,2003-01-01 00:00:00
Ford,Focus,1.6,Petrol,1996,233879,1520,1996,1996-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,2003,129944,5746,2003,2003-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,2020,20960,39877,2020,2020-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,2011,87249,8931,2011,2011-01-01 00:00:00
Toyota,RAV4,1.8,Hybrid,2019,20612,55792,2019,2019-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2016,72531,24921,2016,2016-01-01 00:00:00
Ford,Focus,1.8,Petrol,2016,56893,25136,2016,2016-01-01 00:00:00
VW,Golf,1.4,Petrol,2010,97036,9488,2010,2010-01-01 00:00:00
VW,Golf,1.2,Petrol,2017,35596,20999,2017,2017-01-01 00:00:00
VW,Golf,1.6,Hybrid,2011,59023,16883,2011,2011-01-01 00:00:00
VW,Passat,1.6,Diesel,1995,312189,750,1995,1995-01-01 00:00:00
VW,Golf,1.6,Petrol,2019,19773,30315,2019,2019-01-01 00:00:00
Ford,Fiesta,1.4,Hybrid,1996,118284,3137,1996,1996-01-01 00:00:00
Porsche,911,3.5,Petrol,1995,115777,13457,1995,1995-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2019,27397,34062,2019,2019-01-01 00:00:00
Ford,Focus,2.0,Diesel,2020,15333,46396,2020,2020-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,2018,25479,36095,2018,2018-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2014,53588,20858,2014,2014-01-01 00:00:00
VW,Golf,1.6,Petrol,2016,53357,20357,2016,2016-01-01 00:00:00
Ford,Focus,1.0,Petrol,2007,118951,6637,2007,2007-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,1993,105357,4262,1993,1993-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2020,22949,37333,2020,2020-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,1998,190870,1644,1998,1998-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,1992,167513,2172,1992,1992-01-01 00:00:00
BMW,M5,4.0,Petrol,1986,293642,1406,1986,1986-01-01 00:00:00
Toyota,Yaris,1.2,Hybrid,2013,74213,14367,2013,2013-01-01 00:00:00
VW,Polo,1.4,Diesel,1997,187260,1711,1997,1997-01-01 00:00:00
Toyota,RAV4,2.4,Hybrid,1996,159478,5228,1996,1996-01-01 00:00:00
Ford,Mondeo,2.0,Hybrid,2013,63209,24762,2013,2013-01-01 00:00:00
BMW,Z4,2.4,Petrol,2013,50265,27346,2013,2013-01-01 00:00:00
VW,Passat,1.6,Diesel,2012,81930,16884,2012,2012-01-01 00:00:00
Toyota,Yaris,1.2,Hybrid,2010,45879,14123,2010,2010-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,2009,67902,15265,2009,2009-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,2015,38531,27400,2015,2015-01-01 00:00:00
VW,Passat,1.8,Diesel,2018,22513,38772,2018,2018-01-01 00:00:00
VW,Golf,1.4,Petrol,1992,169474,1613,1992,1992-01-01 00:00:00
BMW,Z4,2.4,Petrol,2010,81395,18238,2010,2010-01-01 00:00:00
Toyota,Yaris,1.2,Hybrid,1992,268800,699,1992,1992-01-01 00:00:00
Porsche,911,2.6,Petrol,2001,133947,15025,2001,2001-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,2000,126511,4832,2000,2000-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,2006,157286,6016,2006,2006-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,2004,115846,6850,2004,2004-01-01 00:00:00
Ford,Fiesta,1.0,Hybrid,2011,56582,11131,2011,2011-01-01 00:00:00
Porsche,718 Cayman,4.0,Petrol,1992,155417,4873,1992,1992-01-01 00:00:00
VW,Passat,1.6,Diesel,1993,102537,4105,1993,1993-01-01 00:00:00
BMW,Z4,2.0,Petrol,1998,139619,4834,1998,1998-01-01 00:00:00
Toyota,Yaris,1.4,Hybrid,1992,178801,1700,1992,1992-01-01 00:00:00
Toyota,Yaris,1.2,Hybrid,2021,6538,36724,2021,2021-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,2003,170769,2728,2003,2003-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2021,6380,43617,2021,2021-01-01 00:00:00
BMW,Z4,2.0,Petrol,1997,185880,3073,1997,1997-01-01 00:00:00
VW,Passat,1.8,Diesel,1995,137162,3814,1995,1995-01-01 00:00:00
VW,Passat,2.0,Diesel,1998,156580,4193,1998,1998-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,2008,88693,19264,2008,2008-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,2013,49849,34825,2013,2013-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2003,221784,3574,2003,2003-01-01 00:00:00
Toyota,Yaris,1.0,Hybrid,1999,152629,2854,1999,1999-01-01 00:00:00
VW,Golf,1.2,Petrol,2012,74003,11798,2012,2012-01-01 00:00:00
Porsche,Cayenne,4.0,Petrol,2005,58182,28206,2005,2005-01-01 00:00:00
Porsche,Cayenne,3.5,Petrol,2018,19483,79039,2018,2018-01-01 00:00:00
BMW,M5,5.0,Petrol,1997,91145,18631,1997,1997-01-01 00:00:00
Toyota,RAV4,1.8,Hybrid,2008,85780,17787,2008,2008-01-01 00:00:00
VW,Golf,1.2,Petrol,1995,139672,2332,1995,1995-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2010,113623,10517,2010,2010-01-01 00:00:00
Ford,Focus,2.0,Petrol,2021,10788,48390,2021,2021-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,1989,168391,1094,1989,1989-01-01 00:00:00
VW,Golf,2.0,Petrol,1997,222724,1688,1997,1997-01-01 00:00:00
BMW,Z4,2.4,Petrol,2019,26495,46990,2019,2019-01-01 00:00:00
Ford,Focus,1.8,Petrol,2005,114233,8078,2005,2005-01-01 00:00:00
VW,Polo,1.6,Petrol,1995,152318,2048,1995,1995-01-01 00:00:00
Porsche,718 Cayman,4.0,Petrol,1993,103717,7813,1993,1993-01-01 00:00:00
BMW,M5,4.4,Petrol,2000,102528,19656,2000,2000-01-01 00:00:00
VW,Golf,1.2,Diesel,2009,100916,8388,2009,2009-01-01 00:00:00
VW,Golf,1.2,Petrol,2011,88310,9996,2011,2011-01-01 00:00:00
Toyota,Yaris,1.2,Petrol,2020,12180,27796,2020,2020-01-01 00:00:00
BMW,X3,2.0,Diesel,2002,65133,12018,2002,2002-01-01 00:00:00
VW,Passat,1.4,Diesel,2013,74401,17777,2013,2013-01-01 00:00:00
Ford,Focus,1.6,Diesel,2014,45303,23413,2014,2014-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2001,155068,2301,2001,2001-01-01 00:00:00
Ford,Focus,1.6,Diesel,1992,83769,4197,1992,1992-01-01 00:00:00
Toyota,RAV4,2.0,Hybrid,1990,81656,5812,1990,1990-01-01 00:00:00
BMW,Z4,3.0,Petrol,1994,168497,3575,1994,1994-01-01 00:00:00
VW,Polo,1.0,Petrol,2018,33142,17516,2018,2018-01-01 00:00:00
VW,Passat,1.8,Petrol,2013,44602,23261,2013,2013-01-01 00:00:00
VW,Polo,2.0,Petrol,1992,97299,2872,1992,1992-01-01 00:00:00
Porsche,Cayenne,3.0,Petrol,2016,46459,54743,2016,2016-01-01 00:00:00
Ford,Mondeo,2.0,Diesel,2017,54548,29909,2017,2017-01-01 00:00:00
Porsche,718 Cayman,2.4,Petrol,2018,30420,51982,2018,2018-01-01 00:00:00
VW,Passat,2.0,Diesel,1994,216883,1906,1994,1994-01-01 00:00:00
Porsche,Cayenne,3.5,Diesel,2018,23899,80986,2018,2018-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2014,69284,18839,2014,2014-01-01 00:00:00
VW,Golf,1.4,Diesel,2016,54185,19890,2016,2016-01-01 00:00:00
VW,Polo,2.0,Petrol,1992,304953,473,1992,1992-01-01 00:00:00
VW,Golf,1.6,Diesel,1999,176978,2709,1999,1999-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2005,194411,4593,2005,2005-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2014,41216,26635,2014,2014-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,1995,200501,1237,1995,1995-01-01 00:00:00
BMW,X3,2.4,Diesel,2018,30413,47393,2018,2018-01-01 00:00:00
VW,Passat,1.6,Petrol,2001,171464,3851,2001,2001-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,2015,45772,40806,2015,2015-01-01 00:00:00
VW,Polo,1.4,Petrol,2010,120831,6692,2010,2010-01-01 00:00:00
VW,Golf,1.6,Petrol,2011,71239,12984,2011,2011-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2013,24208,23247,2013,2013-01-01 00:00:00
Toyota,Yaris,1.0,Hybrid,2012,71194,12521,2012,2012-01-01 00:00:00
Toyota,Yaris,1.2,Hybrid,2008,79032,9961,2008,2008-01-01 00:00:00
Ford,Focus,1.8,Petrol,2000,134762,4936,2000,2000-01-01 00:00:00
Toyota,Yaris,1.4,Hybrid,2020,19550,34623,2020,2020-01-01 00:00:00
Toyota,RAV4,1.8,Hybrid,2017,63646,37661,2017,2017-01-01 00:00:00
Ford,Focus,2.0,Diesel,2001,182164,3942,2001,2001-01-01 00:00:00
VW,Golf,1.6,Diesel,2015,34093,22479,2015,2015-01-01 00:00:00
VW,Golf,2.0,Petrol,1994,186509,1904,1994,1994-01-01 00:00:00
Ford,Focus,1.4,Petrol,2011,97679,12019,2011,2011-01-01 00:00:00
Toyota,Yaris,1.0,Petrol,2019,16363,23212,2019,2019-01-01 00:00:00
BMW,M5,4.0,Petrol,1995,259375,3537,1995,1995-01-01 00:00:00
BMW,Z4,2.4,Petrol,2020,12074,54360,2020,2020-01-01 00:00:00
VW,Golf,1.6,Diesel,1989,79175,2980,1989,1989-01-01 00:00:00
Toyota,Yaris,1.4,Hybrid,2000,130308,4320,2000,2000-01-01 00:00:00
Ford,Mondeo,1.6,Petrol,2017,20600,31155,2017,2017-01-01 00:00:00
VW,Golf,1.4,Petrol,2021,12602,33682,2021,2021-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,2008,95874,18299,2008,2008-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,1995,183209,2947,1995,1995-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,2012,55138,19097,2012,2012-01-01 00:00:00
Ford,Mondeo,1.6,Petrol,2020,20452,38084,2020,2020-01-01 00:00:00
VW,Polo,1.2,Petrol,1997,172456,1713,1997,1997-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,1988,248580,859,1988,1988-01-01 00:00:00
Porsche,718 Cayman,2.4,Petrol,2013,18337,39857,2013,2013-01-01 00:00:00
Toyota,RAV4,2.4,Hybrid,1999,120378,8736,1999,1999-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,2006,95749,16029,2006,2006-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,2012,33016,12542,2012,2012-01-01 00:00:00
Toyota,RAV4,2.4,Hybrid,2001,172880,6519,2001,2001-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,2003,110223,4103,2003,2003-01-01 00:00:00
VW,Polo,1.4,Diesel,1996,118089,2821,1996,1996-01-01 00:00:00
Ford,Mondeo,2.0,Petrol,1996,81095,5890,1996,1996-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,1987,294445,467,1987,1987-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,1986,203641,1008,1986,1986-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2013,42176,28091,2013,2013-01-01 00:00:00
BMW,M5,4.0,Petrol,2003,133101,18121,2003,2003-01-01 00:00:00
Toyota,RAV4,1.8,Hybrid,2012,60256,27586,2012,2012-01-01 00:00:00
VW,Golf,1.8,Diesel,1998,115977,4409,1998,1998-01-01 00:00:00
VW,Passat,1.6,Diesel,1997,208365,2247,1997,1997-01-01 00:00:00
VW,Golf,1.8,Petrol,2009,81793,11215,2009,2009-01-01 00:00:00
Toyota,RAV4,2.4,Hybrid,2004,205395,6003,2004,2004-01-01 00:00:00
Toyota,Yaris,1.0,Petrol,1989,240154,568,1989,1989-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,1998,119534,6060,1998,1998-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,2014,46995,21477,2014,2014-01-01 00:00:00
Porsche,Cayenne,3.5,Petrol,1990,246009,2130,1990,1990-01-01 00:00:00
Toyota,Yaris,1.2,Hybrid,2018,28704,26652,2018,2018-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,2006,89581,6295,2006,2006-01-01 00:00:00
Ford,Focus,1.6,Hybrid,2007,87307,12720,2007,2007-01-01 00:00:00
VW,Golf,1.8,Petrol,2017,40139,25035,2017,2017-01-01 00:00:00
Toyota,Yaris,1.4,Hybrid,2016,18202,26715,2016,2016-01-01 00:00:00
BMW,M5,4.4,Petrol,2014,78011,59509,2014,2014-01-01 00:00:00
VW,Passat,1.8,Diesel,2019,30263,39668,2019,2019-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,1994,214294,2098,1994,1994-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,2005,84902,9182,2005,2005-01-01 00:00:00
VW,Golf,1.6,Petrol,1994,175341,1875,1994,1994-01-01 00:00:00
VW,Passat,1.6,Diesel,2019,16926,40292,2019,2019-01-01 00:00:00
Ford,Mondeo,1.8,Hybrid,1990,329970,519,1990,1990-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,2002,164905,4587,2002,2002-01-01 00:00:00
VW,Golf,1.8,Petrol,1998,169277,2734,1998,1998-01-01 00:00:00
Toyota,Yaris,1.4,Petrol,2017,34466,21707,2017,2017-01-01 00:00:00
Ford,Mondeo,2.0,Petrol,1992,162195,2418,1992,1992-01-01 00:00:00
Ford,Mondeo,2.0,Diesel,1990,135604,2760,1990,1990-01-01 00:00:00
VW,Passat,2.0,Diesel,2020,22050,46819,2020,2020-01-01 00:00:00
VW,Golf,1.2,Diesel,2015,31374,19778,2015,2015-01-01 00:00:00
Ford,Focus,1.0,Petrol,1987,250558,565,1987,1987-01-01 00:00:00
VW,Golf,1.4,Diesel,1997,244813,1212,1997,1997-01-01 00:00:00
Porsche,Cayenne,3.0,Diesel,2005,132418,15032,2005,2005-01-01 00:00:00
BMW,Z4,2.4,Petrol,1993,116536,4545,1993,1993-01-01 00:00:00
Toyota,RAV4,2.4,Hybrid,1994,169817,4195,1994,1994-01-01 00:00:00
VW,Polo,1.2,Petrol,1992,221251,800,1992,1992-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,2012,67500,10118,2012,2012-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,1989,202892,1310,1989,1989-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2004,142078,3124,2004,2004-01-01 00:00:00
Toyota,Yaris,1.0,Petrol,1999,134166,2761,1999,1999-01-01 00:00:00
Ford,Focus,1.0,Petrol,2009,132998,6798,2009,2009-01-01 00:00:00
BMW,X3,2.4,Diesel,1988,271952,934,1988,1988-01-01 00:00:00
Porsche,911,2.2,Petrol,2020,30609,100201,2020,2020-01-01 00:00:00
Toyota,Yaris,1.0,Petrol,2019,15751,23289,2019,2019-01-01 00:00:00
Toyota,Yaris,1.4,Petrol,1992,182013,1378,1992,1992-01-01 00:00:00
Ford,Mondeo,2.0,Diesel,2010,63260,17733,2010,2010-01-01 00:00:00
VW,Golf,1.2,Petrol,1993,119139,2398,1993,1993-01-01 00:00:00
Ford,Focus,1.4,Petrol,2006,154218,5548,2006,2006-01-01 00:00:00
Porsche,Cayenne,3.5,Petrol,2008,140182,17755,2008,2008-01-01 00:00:00
Ford,Focus,1.0,Diesel,2006,41131,11136,2006,2006-01-01 00:00:00
VW,Passat,1.4,Petrol,2000,129820,4738,2000,2000-01-01 00:00:00
Toyota,RAV4,2.0,Hybrid,2012,97907,22447,2012,2012-01-01 00:00:00
Toyota,Yaris,1.2,Hybrid,1998,184866,2229,1998,1998-01-01 00:00:00
Ford,Focus,1.6,Petrol,2007,82695,10948,2007,2007-01-01 00:00:00
VW,Golf,1.2,Diesel,2004,88766,6560,2004,2004-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2006,106807,10031,2006,2006-01-01 00:00:00
VW,Passat,1.8,Diesel,1991,179040,2064,1991,1991-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2006,111327,9698,2006,2006-01-01 00:00:00
VW,Passat,1.4,Petrol,1992,228945,1192,1992,1992-01-01 00:00:00
Ford,Fiesta,1.2,Hybrid,2017,31526,21186,2017,2017-01-01 00:00:00
BMW,Z4,3.0,Petrol,1993,137340,4320,1993,1993-01-01 00:00:00
VW,Passat,1.6,Diesel,1991,109191,3419,1991,1991-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2013,67962,17779,2013,2013-01-01 00:00:00
Ford,Focus,2.0,Petrol,1996,93005,5466,1996,1996-01-01 00:00:00
VW,Golf,2.0,Petrol,2008,164867,5825,2008,2008-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,1995,247259,1308,1995,1995-01-01 00:00:00
VW,Golf,1.4,Diesel,2011,82337,11822,2011,2011-01-01 00:00:00
BMW,X3,2.0,Diesel,2015,58672,29818,2015,2015-01-01 00:00:00
BMW,M5,4.0,Petrol,2008,70500,40019,2008,2008-01-01 00:00:00
VW,Passat,2.0,Diesel,1994,139019,3705,1994,1994-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,2015,81619,19562,2015,2015-01-01 00:00:00
Porsche,Cayenne,4.0,Diesel,1996,158198,7730,1996,1996-01-01 00:00:00
Ford,Focus,2.0,Petrol,2004,90532,9483,2004,2004-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2013,56610,19143,2013,2013-01-01 00:00:00
VW,Passat,1.4,Diesel,2000,49537,8783,2000,2000-01-01 00:00:00
VW,Golf,1.2,Hybrid,2014,49643,18950,2014,2014-01-01 00:00:00
Ford,Focus,1.6,Diesel,2010,91592,13187,2010,2010-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,2007,99903,10685,2007,2007-01-01 00:00:00
VW,Polo,2.0,Petrol,2004,73096,7575,2004,2004-01-01 00:00:00
VW,Golf,1.2,Petrol,2004,88931,6241,2004,2004-01-01 00:00:00
VW,Passat,1.8,Diesel,2006,107320,9998,2006,2006-01-01 00:00:00
Porsche,718 Cayman,2.4,Petrol,1993,176088,3392,1993,1993-01-01 00:00:00
Toyota,RAV4,1.8,Hybrid,2006,81533,16035,2006,2006-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,1997,91490,5496,1997,1997-01-01 00:00:00
VW,Golf,1.2,Petrol,2005,114197,5542,2005,2005-01-01 00:00:00
Ford,Mondeo,2.0,Diesel,2015,39446,28725,2015,2015-01-01 00:00:00
VW,Passat,1.8,Petrol,2004,100446,8768,2004,2004-01-01 00:00:00
VW,Passat,1.4,Diesel,1998,75906,6473,1998,1998-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,1998,186422,1444,1998,1998-01-01 00:00:00
BMW,Z4,3.0,Petrol,2008,98395,15815,2008,2008-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2005,145061,6968,2005,2005-01-01 00:00:00
Porsche,911,3.0,Petrol,1999,135656,13934,1999,1999-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,2013,41615,20761,2013,2013-01-01 00:00:00
VW,Polo,1.0,Petrol,2014,76533,10193,2014,2014-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,1996,226757,1597,1996,1996-01-01 00:00:00
Ford,Focus,1.8,Petrol,2000,127852,5212,2000,2000-01-01 00:00:00
VW,Golf,1.4,Hybrid,2006,120470,7319,2006,2006-01-01 00:00:00
Toyota,Yaris,1.0,Petrol,1989,212986,726,1989,1989-01-01 00:00:00
Ford,Focus,2.0,Diesel,2014,46877,25925,2014,2014-01-01 00:00:00
VW,Polo,1.2,Petrol,2011,35009,11902,2011,2011-01-01 00:00:00
Toyota,RAV4,1.8,Petrol,1989,290638,727,1989,1989-01-01 00:00:00
VW,Golf,1.8,Diesel,1995,139528,3003,1995,1995-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,2010,79206,13332,2010,2010-01-01 00:00:00
VW,Passat,1.6,Diesel,2022,4138,52640,2022,2022-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,1992,139988,2724,1992,1992-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,2013,22804,40846,2013,2013-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,2019,20743,23159,2019,2019-01-01 00:00:00
BMW,X3,3.0,Petrol,1998,166633,4979,1998,1998-01-01 00:00:00
Ford,Focus,1.0,Diesel,2016,18789,24661,2016,2016-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2007,93821,9966,2007,2007-01-01 00:00:00
VW,Golf,1.2,Diesel,2005,170344,3704,2005,2005-01-01 00:00:00
VW,Polo,1.6,Petrol,2008,66684,9233,2008,2008-01-01 00:00:00
VW,Passat,2.0,Petrol,1989,136054,2589,1989,1989-01-01 00:00:00
Ford,Focus,1.4,Diesel,1997,192162,2316,1997,1997-01-01 00:00:00
Ford,Focus,2.0,Petrol,1994,201021,1997,1994,1994-01-01 00:00:00
Ford,Mondeo,2.0,Diesel,1998,184705,3128,1998,1998-01-01 00:00:00
VW,Polo,1.6,Petrol,1994,160524,1790,1994,1994-01-01 00:00:00
BMW,X3,3.0,Diesel,1997,168959,4796,1997,1997-01-01 00:00:00
Porsche,Cayenne,3.5,Petrol,1987,187336,2951,1987,1987-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2011,109138,6437,2011,2011-01-01 00:00:00
Porsche,Cayenne,2.6,Diesel,2006,45854,27575,2006,2006-01-01 00:00:00
Toyota,RAV4,2.0,Hybrid,2018,31302,51795,2018,2018-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2020,21682,20814,2020,2020-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2010,107642,6090,2010,2010-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,1993,221901,756,1993,1993-01-01 00:00:00
VW,Passat,1.6,Diesel,1999,94681,6485,1999,1999-01-01 00:00:00
Ford,Focus,1.6,Petrol,2013,71110,17678,2013,2013-01-01 00:00:00
VW,Passat,2.0,Diesel,1995,186915,2655,1995,1995-01-01 00:00:00
VW,Golf,1.6,Diesel,2019,26054,30737,2019,2019-01-01 00:00:00
Ford,Focus,1.0,Petrol,2004,11922,10950,2004,2004-01-01 00:00:00
VW,Golf,1.8,Diesel,1992,119404,2879,1992,1992-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,1992,197049,1886,1992,1992-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2010,70777,14286,2010,2010-01-01 00:00:00
VW,Golf,1.6,Diesel,1998,171112,2664,1998,1998-01-01 00:00:00
VW,Polo,1.0,Petrol,1993,136950,1604,1993,1993-01-01 00:00:00
VW,Polo,1.6,Petrol,2002,119337,4245,2002,2002-01-01 00:00:00
Ford,Focus,1.6,Diesel,2010,44556,18014,2010,2010-01-01 00:00:00
VW,Passat,2.0,Diesel,2011,61594,20246,2011,2011-01-01 00:00:00
VW,Passat,1.6,Diesel,2005,21914,15417,2005,2005-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,1994,180397,2224,1994,1994-01-01 00:00:00
VW,Golf,1.4,Petrol,2016,26178,22403,2016,2016-01-01 00:00:00
Ford,Fiesta,1.4,Hybrid,2008,90284,8588,2008,2008-01-01 00:00:00
Toyota,Yaris,1.0,Hybrid,2010,103806,8706,2010,2010-01-01 00:00:00
VW,Golf,1.4,Petrol,1994,119103,2769,1994,1994-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,2001,142234,8045,2001,2001-01-01 00:00:00
VW,Polo,1.2,Petrol,1999,149163,2376,1999,1999-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2011,50093,9663,2011,2011-01-01 00:00:00
VW,Polo,2.0,Petrol,2016,34052,21565,2016,2016-01-01 00:00:00
VW,Polo,1.4,Petrol,2013,43589,13956,2013,2013-01-01 00:00:00
Ford,Mondeo,2.0,Petrol,1997,95454,5688,1997,1997-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,1997,233120,1055,1997,1997-01-01 00:00:00
VW,Golf,1.4,Petrol,1987,264166,495,1987,1987-01-01 00:00:00
VW,Polo,1.6,Petrol,1995,234368,1002,1995,1995-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,2003,58791,5877,2003,2003-01-01 00:00:00
VW,Polo,1.4,Petrol,2017,62253,16202,2017,2017-01-01 00:00:00
Porsche,Cayenne,3.5,Petrol,2017,55331,59799,2017,2017-01-01 00:00:00
Ford,Focus,1.8,Petrol,2011,83428,15083,2011,2011-01-01 00:00:00
BMW,X3,3.0,Diesel,1985,185345,1873,1985,1985-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,2008,55859,9028,2008,2008-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,1988,142571,2289,1988,1988-01-01 00:00:00
Toyota,RAV4,1.8,Hybrid,1996,66087,9139,1996,1996-01-01 00:00:00
Toyota,Yaris,1.0,Petrol,2020,24010,23790,2020,2020-01-01 00:00:00
VW,Polo,1.0,Petrol,2007,59153,7173,2007,2007-01-01 00:00:00
Toyota,RAV4,2.4,Hybrid,1988,158052,3103,1988,1988-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2011,9776,12180,2011,2011-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,2000,95862,4034,2000,2000-01-01 00:00:00
Toyota,RAV4,1.8,Hybrid,2007,59858,19817,2007,2007-01-01 00:00:00
Ford,Mondeo,2.0,Diesel,1994,92328,5001,1994,1994-01-01 00:00:00
VW,Passat,1.6,Diesel,2014,47463,24187,2014,2014-01-01 00:00:00
VW,Polo,1.2,Petrol,2015,49181,14265,2015,2015-01-01 00:00:00
BMW,X3,2.4,Diesel,2020,31211,53905,2020,2020-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2013,61535,24881,2013,2013-01-01 00:00:00
VW,Golf,1.6,Petrol,2011,130607,8410,2011,2011-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,1994,190982,3349,1994,1994-01-01 00:00:00
Ford,Fiesta,1.4,Diesel,2020,18040,26381,2020,2020-01-01 00:00:00
VW,Passat,1.4,Diesel,2003,213975,2983,2003,2003-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,1997,239530,1702,1997,1997-01-01 00:00:00
BMW,M5,5.0,Petrol,1995,173864,8501,1995,1995-01-01 00:00:00
VW,Polo,2.0,Petrol,2007,76382,9049,2007,2007-01-01 00:00:00
Toyota,Yaris,1.2,Hybrid,2018,35311,25651,2018,2018-01-01 00:00:00
BMW,X3,3.0,Diesel,2016,47525,41876,2016,2016-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,1999,123559,4626,1999,1999-01-01 00:00:00
Ford,Fiesta,1.0,Hybrid,2016,71764,14065,2016,2016-01-01 00:00:00
VW,Polo,1.6,Diesel,1991,127369,2011,1991,1991-01-01 00:00:00
Toyota,RAV4,2.4,Hybrid,2013,65309,32947,2013,2013-01-01 00:00:00
Porsche,Cayenne,4.0,Diesel,1994,230077,3613,1994,1994-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,2010,60282,26686,2010,2010-01-01 00:00:00
